Time (s),X position (m),Y position (m),Z position (m),Rocket axis vector X,Rocket axis vector Y,Rocket axis vector Z,Velocity Vx  (m/s),Velocity Vy  (m/s),Velocity Vz  (m/s),angular velocity omegaX (rad/s),angular velocity omegaY (rad/s),angular velocity omegaZ (rad/s),Acceleration Ax (m/s2),Acceleration Ay (m/s2),Acceleration Az (m/s2),Angular Acceleration X (rad/s2),Angular Acceleration Y (rad/s2),Angular Acceleration Z (rad/s2),Angle of attack alpha (rad),alpha at CP (rad),Moment arm (m),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Thrust (N),Mass (kg),C.O.M distance from nose (m),Ixx (kg m2),Iyy (kg m2),Izz (kg m2),Windspeed X (m/s),Windspeed Y (m/s),atmospheric density (kg/m3),atmospheric temperature (K),
8.7724,138.3612,84.9603,990.392,0.22386,0.14098,0.96437,16.9176,10.3991,80.9549,-0.023845,0.035648,0.00032299,-0.1124,-0.077053,-9.9821,-0.096077,0.13413,0.0026946,0.01589,0.015689,0.39525,-0.50748,-0.3479,-45.0693,-0.089305,0.12467,0.0025047,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12224,144.9013,
8.8036,138.8893,85.285,992.9145,0.22499,0.14174,0.964,16.9141,10.3968,80.6436,-0.02679,0.039763,0.00040508,-0.10983,-0.075125,-9.9812,-0.092452,0.12933,0.0025618,0.015459,0.015234,0.39525,-0.4959,-0.33919,-45.0651,-0.085935,0.12021,0.0023813,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12218,144.9088,
8.8348,139.4173,85.6095,995.4273,0.22625,0.14259,0.96358,16.9107,10.3945,80.3324,-0.029609,0.04371,0.00048266,-0.1067,-0.072787,-9.9804,-0.087994,0.12337,0.0024046,0.014882,0.014632,0.39525,-0.48177,-0.32863,-45.0617,-0.081792,0.11467,0.0022351,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12211,144.9163,
8.8656,139.9371,85.929,997.8923,0.22759,0.14351,0.96312,16.9075,10.3923,80.0259,-0.032237,0.0474,0.00055396,-0.10311,-0.070117,-9.9798,-0.082856,0.11645,0.0022279,0.014177,0.013905,0.39525,-0.46555,-0.31658,-45.059,-0.077016,0.10824,0.0020709,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12205,144.9237,
8.8963,140.4569,86.2485,1000.3479,0.22905,0.14451,0.96263,16.9044,10.3901,79.7194,-0.034697,0.050861,0.00061949,-0.09906,-0.067119,-9.9794,-0.077047,0.10858,0.0020317,0.013346,0.013053,0.39525,-0.44726,-0.30304,-45.057,-0.071616,0.10093,0.0018885,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12198,144.931,
8.927,140.9766,86.5679,1002.7941,0.2306,0.14557,0.9621,16.9014,10.3881,79.413,-0.036969,0.054068,0.00067868,-0.094603,-0.06383,-9.9791,-0.070641,0.099882,0.0018183,0.012398,0.012086,0.39525,-0.42713,-0.28819,-45.0556,-0.065662,0.092841,0.0016901,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12192,144.9384,
8.9578,141.4961,86.8873,1005.2309,0.23223,0.1467,0.96153,16.8986,10.3862,79.1065,-0.039035,0.056995,0.00073111,-0.089792,-0.060288,-9.9789,-0.063716,0.090444,0.0015899,0.011344,0.011013,0.39525,-0.40541,-0.2722,-45.0548,-0.059225,0.084069,0.0014779,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12186,144.9456,
8.9894,142.0294,87.215,1007.7224,0.234,0.14792,0.96092,16.8958,10.3844,78.792,-0.040928,0.059688,0.00077745,-0.084544,-0.056432,-9.9789,-0.056154,0.080109,0.0013427,0.010163,0.0098156,0.39525,-0.38172,-0.25479,-45.0545,-0.052196,0.074463,0.001248,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12179,144.9531,
9.0209,142.5625,87.5427,1010.2039,0.23584,0.14919,0.96027,16.8932,10.3827,78.4774,-0.042575,0.062046,0.00081578,-0.079042,-0.052398,-9.9789,-0.048219,0.069241,0.0010851,0.0088957,0.0085327,0.39525,-0.35687,-0.23658,-45.0548,-0.044821,0.06436,0.0010086,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12173,144.9605,
9.0525,143.0956,87.8703,1012.6755,0.23775,0.15051,0.95959,16.8908,10.3811,78.1629,-0.043968,0.064054,0.00084582,-0.073347,-0.048229,-9.9791,-0.040003,0.057962,0.00081988,0.0075545,0.0071784,0.39525,-0.33116,-0.21776,-45.0554,-0.037183,0.053876,0.00076209,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12166,144.9679,
9.084,143.6286,88.1979,1015.1371,0.23971,0.15187,0.95889,16.8886,10.3796,77.8483,-0.045098,0.065701,0.00086744,-0.06752,-0.043971,-9.9793,-0.031593,0.046396,0.00054987,0.0061541,0.0057668,0.39525,-0.30485,-0.19853,-45.0564,-0.029366,0.043126,0.00051111,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1216,144.9753,
9.1175,144.1941,88.5454,1017.7383,0.24184,0.15334,0.95812,16.8864,10.3782,77.5146,-0.046005,0.067046,0.00088106,-0.06126,-0.039404,-9.9796,-0.022558,0.033947,0.00026113,0.0046195,0.0042229,0.39525,-0.27659,-0.17791,-45.0578,-0.020968,0.031554,0.00024272,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12153,144.983,
9.151,144.7595,88.8929,1020.3282,0.244,0.15483,0.95734,16.8845,10.377,77.1808,-0.046609,0.067974,0.00088498,-0.05499,-0.034837,-9.98,-0.01351,0.021457,-2.6769e-05,0.0030527,0.0026493,0.39525,-0.24828,-0.15729,-45.0595,-0.012558,0.019944,-2.4882e-05,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12146,144.9908,
9.1845,145.3248,89.2403,1022.907,0.24618,0.15634,0.95653,16.8828,10.3759,76.847,-0.046911,0.068484,0.00087927,-0.048778,-0.030319,-9.9803,-0.0045488,0.0090641,-0.00031071,0.0014744,0.0010692,0.39525,-0.22023,-0.13689,-45.0613,-0.0042282,0.0084253,-0.00028881,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1214,144.9985,
9.218,145.8901,89.5878,1025.4746,0.24837,0.15785,0.95572,16.8812,10.375,76.5132,-0.046915,0.068583,0.0008642,-0.042702,-0.025905,-9.9808,0.004231,-0.0030988,-0.00058776,0.00022585,0.00056085,0.39525,-0.1928,-0.11696,-45.0634,0.0039328,-0.0028804,-0.00054633,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12133,145.0062,
9.2554,146.5216,89.9759,1028.33,0.25081,0.15953,0.9548,16.8798,10.3741,76.1402,-0.046578,0.068219,0.00083666,-0.03627,-0.021229,-9.9818,0.013716,-0.016264,-0.00088571,0.0018779,0.0022848,0.39525,-0.16376,-0.09585,-45.068,0.012749,-0.015117,-0.00082328,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12125,145.0147,
9.2928,147.1531,90.364,1031.1715,0.25323,0.16118,0.95388,16.8785,10.3734,75.7672,-0.045895,0.067374,0.00079819,-0.030142,-0.016783,-9.9828,0.022746,-0.028824,-0.0011679,0.0035747,0.0039796,0.39525,-0.13609,-0.075777,-45.0725,0.021143,-0.026792,-0.0010856,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12118,145.0232,
9.3302,147.7845,90.752,1033.9991,0.25561,0.16281,0.95297,16.8775,10.3728,75.3941,-0.044884,0.066072,0.00074946,-0.024383,-0.012615,-9.9837,0.031215,-0.04063,-0.0014311,0.0052074,0.0056063,0.39525,-0.11009,-0.056956,-45.0764,0.029015,-0.037766,-0.0013302,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12111,145.0317,
9.3676,148.4159,91.1401,1036.8127,0.25793,0.1644,0.95208,16.8767,10.3724,75.0211,-0.043567,0.064345,0.00069133,-0.019052,-0.0087666,-9.9844,0.039031,-0.051553,-0.0016722,0.0067534,0.0071434,0.39525,-0.086022,-0.039581,-45.0797,0.03628,-0.047919,-0.0015543,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12103,145.0401,
9.4153,149.2204,91.6345,1040.3775,0.26078,0.16633,0.95096,16.8759,10.3721,74.5457,-0.04149,0.061583,0.00060508,-0.012961,-0.0043845,-9.9851,0.047919,-0.064015,-0.0019436,0.0085683,0.0089432,0.39525,-0.058517,-0.019796,-45.0828,0.044541,-0.059503,-0.0018066,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12094,145.0507,
9.4629,150.0248,92.1289,1043.9197,0.26349,0.16817,0.94989,16.8754,10.372,74.0702,-0.03902,0.058271,0.00050687,-0.0077339,-0.00064456,-9.9855,0.055478,-0.074664,-0.0021709,0.010177,0.010533,0.39525,-0.034918,-0.0029102,-45.0844,0.051568,-0.069401,-0.0020179,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12085,145.0613,
9.5106,150.8292,92.6234,1047.4392,0.26604,0.16988,0.94887,16.8752,10.372,73.5948,-0.036224,0.054497,0.00039882,-0.0034369,0.0024075,-9.9854,0.061606,-0.083351,-0.0023506,0.011549,0.011883,0.39525,-0.015518,0.01087,-45.0843,0.057264,-0.077476,-0.0021849,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12076,145.0718,
9.5583,151.6336,93.1178,1050.936,0.26841,0.17145,0.94792,16.8751,10.3722,73.1194,-0.033171,0.050357,0.00028342,-0.00010883,0.0047444,-9.985,0.066238,-0.089982,-0.0024807,0.012662,0.012971,0.39525,-0.00049138,0.021421,-45.0823,0.061569,-0.08364,-0.0023059,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12067,145.0823,
9.6028,152.3844,93.5793,1054.1793,0.27045,0.17279,0.9471,16.8751,10.3725,72.6756,-0.030153,0.046251,0.00017117,0.0021076,0.0062702,-9.9842,0.069184,-0.094274,-0.0025565,0.01345,0.013735,0.39525,0.009516,0.02831,-45.0786,0.064307,-0.087629,-0.0023763,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12059,145.092,
9.6473,153.1352,94.0408,1057.4029,0.27231,0.17399,0.94635,16.8753,10.3728,72.232,-0.027034,0.041995,5.6589e-05,0.0034646,0.0071643,-9.983,0.070798,-0.096724,-0.0025881,0.013987,0.014246,0.39525,0.015643,0.032347,-45.0731,0.065808,-0.089907,-0.0024057,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1205,145.1016,
9.6918,153.886,94.5023,1060.6068,0.27398,0.17507,0.94567,16.8754,10.3731,71.7884,-0.023872,0.037671,-5.8436e-05,0.0039772,0.0074389,-9.9814,0.071101,-0.097359,-0.0025762,0.014266,0.014498,0.39525,0.017957,0.033587,-45.0659,0.06609,-0.090497,-0.0023946,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12042,145.1112,
9.7362,154.6369,94.9638,1063.7909,0.27548,0.176,0.94506,16.8756,10.3734,71.3448,-0.020726,0.033358,-0.00017204,0.0036742,0.0071164,-9.9794,0.07014,-0.096239,-0.0025222,0.014286,0.014492,0.39525,0.016589,0.032131,-45.0568,0.065196,-0.089455,-0.0023445,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12034,145.1207,
9.7737,155.2691,95.3524,1066.4566,0.2766,0.17669,0.9446,16.8757,10.3737,70.9715,-0.018128,0.029791,-0.00026522,0.0028125,0.0064023,-9.9774,0.068396,-0.093995,-0.0024458,0.014106,0.014289,0.39525,0.012698,0.028906,-45.048,0.063575,-0.08737,-0.0022734,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12027,145.1287,
9.8112,155.9013,95.741,1069.1083,0.27759,0.17728,0.9442,16.8758,10.3739,70.5982,-0.015611,0.026329,-0.00035498,0.0014331,0.0053108,-9.9752,0.065848,-0.090631,-0.0023425,0.013748,0.01391,0.39525,0.0064705,0.023978,-45.038,0.061207,-0.084243,-0.0021774,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1202,145.1366,
9.8486,156.5335,96.1296,1071.7461,0.27846,0.17779,0.94385,16.8758,10.3741,70.225,-0.013204,0.023014,-0.00044038,-0.00042886,0.0038681,-9.9727,0.062552,-0.086219,-0.0022143,0.01322,0.01336,0.39525,-0.0019363,0.017465,-45.0269,0.058143,-0.080142,-0.0020583,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12013,145.1445,
9.8861,157.1657,96.5183,1074.3698,0.27923,0.17821,0.94354,16.8758,10.3742,69.8519,-0.010934,0.019882,-0.00052058,-0.0027342,0.0021039,-9.97,0.058569,-0.080845,-0.0020633,0.012528,0.012649,0.39525,-0.012345,0.0094989,-45.0148,0.054441,-0.075147,-0.0019179,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12007,145.1524,
9.9228,157.7847,96.8988,1076.9256,0.27987,0.17854,0.94329,16.8756,10.3742,69.4866,-0.0088658,0.017025,-0.00059329,-0.0053801,9.5183e-05,-9.9672,0.054068,-0.074738,-0.0018953,0.011702,0.011804,0.39525,-0.024291,0.00042975,-45.002,0.050257,-0.06947,-0.0017617,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.12,145.16,
9.9595,158.4038,97.2794,1079.4679,0.28041,0.17881,0.94308,16.8754,10.3742,69.1215,-0.006973,0.014407,-0.00065945,-0.0083676,-0.0021597,-9.9642,0.04904,-0.067888,-0.0017099,0.010739,0.010825,0.39525,-0.03778,-0.0097509,-44.9886,0.045584,-0.063103,-0.0015893,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11993,145.1676,
9.9961,159.0228,97.66,1081.9968,0.28088,0.17901,0.9429,16.875,10.374,68.7564,-0.0052734,0.012053,-0.0007185,-0.011652,-0.0046277,-9.9611,0.043556,-0.060391,-0.0015092,0.0096512,0.009721,0.39525,-0.05261,-0.020894,-44.9744,0.040486,-0.056134,-0.0014029,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11987,145.1752,
10.0328,159.6418,98.0405,1084.5123,0.28126,0.17916,0.94276,16.8745,10.3738,68.3915,-0.0037823,0.0099835,-0.00076999,-0.015188,-0.0072751,-9.9579,0.037688,-0.052347,-0.0012959,0.00845,0.0085062,0.39525,-0.068575,-0.032847,-44.9597,0.035032,-0.048657,-0.0012046,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11981,145.1827,
10.0708,160.2824,98.4343,1087.1015,0.28159,0.17926,0.94264,16.8739,10.3735,68.014,-0.002472,0.0081617,-0.00081488,-0.019063,-0.010167,-9.9544,0.03129,-0.043553,-0.0010644,0.0071022,0.0071464,0.39525,-0.086069,-0.045903,-44.944,0.029084,-0.040483,-0.00098939,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11974,145.1904,
10.1088,160.923,98.8281,1089.6763,0.28186,0.17932,0.94255,16.8731,10.3731,67.6366,-0.0014096,0.0066811,-0.00085075,-0.023105,-0.013175,-9.9508,0.024641,-0.034395,-0.00082482,0.0056633,0.0056977,0.39525,-0.10432,-0.059487,-44.928,0.022904,-0.031971,-0.00076668,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11967,145.1981,
10.1467,161.5635,99.2219,1092.2368,0.28208,0.17935,0.94248,16.8721,10.3725,67.2594,-0.00060324,0.0055535,-0.00087737,-0.027262,-0.016262,-9.9472,0.017823,-0.024985,-0.00057993,0.0041497,0.0041766,0.39525,-0.12309,-0.073425,-44.9117,0.016567,-0.023224,-0.00053905,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11961,145.2058,
10.1847,162.204,99.6157,1094.783,0.28227,0.17935,0.94242,16.871,10.3718,66.8823,-5.7668e-05,0.0047861,-0.0008947,-0.031484,-0.019391,-9.9436,0.010915,-0.015432,-0.00033248,0.0025778,0.0025996,0.39525,-0.14215,-0.087551,-44.8953,0.010146,-0.014344,-0.00030905,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11954,145.2134,
10.2257,162.8953,100.0407,1097.5154,0.28246,0.17934,0.94237,16.8696,10.371,66.4754,0.00023651,0.0043658,-0.00090292,-0.036059,-0.022773,-9.9397,0.0034462,-0.005083,-6.5605e-05,0.00083491,0.00085422,0.39525,-0.1628,-0.10282,-44.8776,0.0032033,-0.0047247,-6.098e-05,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11947,145.2216,
10.2666,163.5866,100.4656,1100.2311,0.28263,0.17932,0.94232,16.868,10.37,66.0686,0.00022595,0.0043681,-0.00090019,-0.040665,-0.026165,-9.936,-0.0039453,0.0051786,0.00019784,0.00093522,0.00091642,0.39525,-0.1836,-0.11814,-44.8612,-0.0036672,0.0048136,0.00018389,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1194,145.2297,
10.3076,164.2778,100.8906,1102.9302,0.28281,0.1793,0.94227,16.8663,10.3688,65.662,-8.4503e-05,0.0047873,-0.00088672,-0.045238,-0.029518,-9.9327,-0.011171,0.015231,0.00045474,0.0027113,0.0026893,0.39525,-0.20425,-0.13328,-44.846,-0.010384,0.014157,0.00042269,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11933,145.2378,
10.3486,164.9689,101.3154,1105.6126,0.28302,0.17931,0.9422,16.8643,10.3675,65.2555,-0.00068638,0.0056122,-0.00086299,-0.049656,-0.032752,-9.9294,-0.018152,0.024961,0.00070222,0.0044734,0.0044453,0.39525,-0.2242,-0.14788,-44.8311,-0.016872,0.023202,0.00065272,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11927,145.2458,
10.3965,165.7768,101.8121,1108.7275,0.28331,0.17935,0.94211,16.8618,10.3659,64.7805,-0.0017437,0.00707,-0.00082281,-0.05456,-0.036334,-9.9256,-0.025903,0.035791,0.00097605,0.0064892,0.0064506,0.39525,-0.24634,-0.16405,-44.8142,-0.024077,0.033268,0.00090726,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11919,145.2551,
10.4444,166.5845,102.3086,1111.8195,0.28368,0.17945,0.94198,16.8591,10.3641,64.3056,-0.0031595,0.0090297,-0.00076988,-0.059114,-0.039652,-9.922,-0.033112,0.045891,0.0012295,0.008429,0.0083762,0.39525,-0.2669,-0.17903,-44.798,-0.030778,0.042657,0.0011428,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11911,145.2643,
10.4923,167.3921,102.8051,1114.8889,0.28414,0.17962,0.94181,16.8562,10.3621,63.8309,-0.004906,0.011453,-0.00070529,-0.063257,-0.042662,-9.9186,-0.039689,0.055134,0.0014592,0.010265,0.010194,0.39525,-0.2856,-0.19262,-44.7825,-0.036891,0.051248,0.0013564,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11903,145.2735,
10.5402,168.1996,103.3015,1117.9355,0.28473,0.17988,0.94158,16.8531,10.36,63.3564,-0.0069511,0.014297,-0.0006304,-0.066937,-0.045328,-9.9154,-0.045559,0.063414,0.0016624,0.011972,0.011881,0.39525,-0.30222,-0.20466,-44.7678,-0.042348,0.058944,0.0015452,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11895,145.2826,
10.5954,169.1292,103.8729,1121.4155,0.28557,0.1803,0.94125,16.8493,10.3574,62.8102,-0.0096297,0.018029,-0.00053308,-0.070552,-0.047937,-9.9119,-0.051369,0.071651,0.0018607,0.01375,0.013631,0.39525,-0.31854,-0.21643,-44.752,-0.047749,0.066601,0.0017295,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11886,145.293,
10.6506,170.0586,104.4442,1124.8654,0.28662,0.18086,0.94082,16.8453,10.3547,62.2641,-0.012599,0.022175,-0.0004259,-0.073456,-0.05002,-9.9086,-0.056102,0.078408,0.0020182,0.015298,0.015148,0.39525,-0.33166,-0.22584,-44.7375,-0.052148,0.072881,0.001876,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11878,145.3033,
10.7057,170.9878,105.0154,1128.2852,0.28789,0.18159,0.94029,16.8412,10.3519,61.7182,-0.015799,0.026652,-0.00031114,-0.075622,-0.05156,-9.9057,-0.059718,0.083627,0.0021334,0.016593,0.016409,0.39525,-0.34143,-0.2328,-44.7242,-0.055509,0.077733,0.001983,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11869,145.3136,
10.7609,171.9167,105.5864,1131.6749,0.28939,0.1825,0.93965,16.837,10.349,61.1725,-0.019167,0.031373,-0.00019124,-0.077041,-0.052552,-9.903,-0.062209,0.087292,0.0022056,0.017618,0.017397,0.39525,-0.34784,-0.23727,-44.7122,-0.057824,0.081139,0.0020501,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1186,145.3237,
10.8079,172.7082,106.0729,1134.54,0.29087,0.18341,0.93902,16.8333,10.3465,60.7075,-0.022124,0.035527,-8.6718e-05,-0.077666,-0.05297,-9.901,-0.063453,0.089199,0.0022334,0.018269,0.018016,0.39525,-0.35066,-0.23916,-44.703,-0.05898,0.082911,0.002076,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11853,145.3323,
10.8549,173.4995,106.5592,1137.3833,0.29253,0.18445,0.9383,16.8297,10.344,60.2426,-0.025121,0.039744,1.8335e-05,-0.077767,-0.053005,-9.8992,-0.063908,0.090011,0.0022308,0.018711,0.018425,0.39525,-0.35112,-0.23932,-44.6947,-0.059404,0.083666,0.0020735,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11846,145.3408,
10.9019,174.2907,107.0455,1140.2047,0.29438,0.18562,0.93749,16.826,10.3416,59.7778,-0.028122,0.043974,0.00012252,-0.077364,-0.052672,-9.8975,-0.063606,0.089769,0.0021987,0.018944,0.018623,0.39525,-0.3493,-0.23782,-44.6874,-0.059123,0.083441,0.0020437,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11839,145.3492,
10.9489,175.0817,107.5317,1143.0042,0.29641,0.18693,0.93659,16.8224,10.3391,59.3131,-0.031091,0.048169,0.00022458,-0.076483,-0.051992,-9.8961,-0.062586,0.088526,0.0021385,0.018968,0.018613,0.39525,-0.34532,-0.23474,-44.6809,-0.058175,0.082286,0.0019878,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11832,145.3576,
10.992,175.8066,107.9772,1145.5513,0.29842,0.18824,0.93569,16.8191,10.3369,58.8871,-0.033757,0.051945,0.00031519,-0.075283,-0.051083,-9.895,-0.061062,0.086563,0.0020601,0.018811,0.018425,0.39525,-0.3399,-0.23064,-44.6757,-0.056758,0.080462,0.0019149,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11825,145.3652,
11.0351,176.5314,108.4227,1148.08,0.30059,0.18966,0.93471,16.8159,10.3347,58.4612,-0.036347,0.05562,0.00040191,-0.073738,-0.049923,-9.894,-0.059017,0.083871,0.0019611,0.018489,0.018073,0.39525,-0.33293,-0.2254,-44.6712,-0.054857,0.077959,0.0018228,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11819,145.3728,
11.0782,177.2561,108.868,1150.5903,0.3029,0.19118,0.93365,16.8128,10.3326,58.0353,-0.038837,0.059164,0.00048389,-0.071877,-0.048535,-9.8931,-0.056497,0.080511,0.0018431,0.018009,0.017563,0.39525,-0.32452,-0.21914,-44.6674,-0.052515,0.074836,0.0017132,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11812,145.3803,
11.1213,177.9806,109.3133,1153.0823,0.30534,0.19279,0.93252,16.8097,10.3305,57.6095,-0.04121,0.062551,0.00056046,-0.069734,-0.046944,-9.8924,-0.053551,0.076551,0.0017079,0.017379,0.016903,0.39525,-0.31485,-0.21195,-44.6641,-0.049777,0.071156,0.0015875,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11806,145.3877,
11.1645,178.7065,109.7594,1155.5613,0.30792,0.19451,0.93132,16.8068,10.3285,57.1828,-0.043453,0.065762,0.0006311,-0.067338,-0.04517,-9.8918,-0.050224,0.072052,0.0015572,0.016608,0.016104,0.39525,-0.30403,-0.20394,-44.6614,-0.046684,0.066973,0.0014474,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.118,145.3951,
11.2077,179.4324,110.2054,1158.0217,0.31062,0.19631,0.93004,16.8039,10.3266,56.7561,-0.045544,0.068768,0.00069485,-0.06473,-0.043245,-9.8913,-0.046574,0.067094,0.0013932,0.015708,0.015177,0.39525,-0.29226,-0.19525,-44.6592,-0.043291,0.062365,0.001295,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11794,145.4025,
11.2509,180.158,110.6514,1160.4638,0.31343,0.19818,0.9287,16.8012,10.3248,56.3294,-0.047472,0.071552,0.00075121,-0.061946,-0.041193,-9.8909,-0.042655,0.061751,0.0012181,0.014691,0.014135,0.39525,-0.27969,-0.18599,-44.6575,-0.039648,0.057399,0.0011322,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11788,145.4098,
11.2941,180.8836,111.0973,1162.8874,0.31634,0.20013,0.92729,16.7986,10.3231,55.9028,-0.049225,0.074097,0.00079986,-0.059023,-0.039043,-9.8906,-0.038522,0.0561,0.0010339,0.01357,0.01299,0.39525,-0.26649,-0.17628,-44.6563,-0.035807,0.052146,0.00096101,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11781,145.417,
11.3389,181.637,111.5602,1165.3847,0.31946,0.20222,0.92577,16.796,10.3214,55.4597,-0.050853,0.076477,0.00084188,-0.055879,-0.036734,-9.8904,-0.03406,0.049983,0.00083532,0.012312,0.011709,0.39525,-0.25229,-0.16585,-44.6553,-0.03166,0.04646,0.00077644,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11775,145.4245,
11.3838,182.3902,112.0231,1167.8622,0.32267,0.20438,0.92418,16.7936,10.3198,55.0166,-0.052279,0.078579,0.00087479,-0.052662,-0.034375,-9.8903,-0.029485,0.043695,0.00063165,0.010974,0.01035,0.39525,-0.23777,-0.1552,-44.6547,-0.027406,0.040615,0.00058713,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11769,145.4319,
11.4286,183.1434,112.4859,1170.3198,0.32596,0.20658,0.92254,16.7913,10.3183,54.5736,-0.053497,0.080395,0.00089843,-0.049413,-0.031995,-9.8902,-0.024852,0.037314,0.0004252,0.0095713,0.0089287,0.39525,-0.2231,-0.14446,-44.6544,-0.0231,0.034684,0.00039523,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11763,145.4393,
11.4735,183.8964,112.9487,1172.7575,0.32931,0.20883,0.92084,16.7891,10.3169,54.1306,-0.054508,0.081925,0.00091285,-0.046165,-0.02962,-9.8902,-0.020216,0.030917,0.0002182,0.0081218,0.0074625,0.39525,-0.20844,-0.13374,-44.6542,-0.018791,0.028738,0.00020282,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.11757,145.4465,
