Time (s),X position (m),Y position (m),Z position (m),Rocket axis vector X,Rocket axis vector Y,Rocket axis vector Z,Velocity Vx  (m/s),Velocity Vy  (m/s),Velocity Vz  (m/s),angular velocity omegaX (rad/s),angular velocity omegaY (rad/s),angular velocity omegaZ (rad/s),Acceleration Ax (m/s2),Acceleration Ay (m/s2),Acceleration Az (m/s2),Angular Acceleration X (rad/s2),Angular Acceleration Y (rad/s2),Angular Acceleration Z (rad/s2),Angle of attack alpha (rad),alpha at CP (rad),Moment arm (m),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Thrust (N),Mass (kg),C.O.M distance from nose (m),Ixx (kg m2),Iyy (kg m2),Izz (kg m2),Windspeed X (m/s),Windspeed Y (m/s),atmospheric density (kg/m3),atmospheric temperature (K),
1.2121,8.2658,4.9415,86.6658,0.14242,0.09163,0.98556,17.6237,10.8522,159.0819,0.054524,-0.07208,-0.0011783,2.8391,1.8618,6.5471,0.63206,-0.88202,-0.0093012,0.017794,0.017572,0.39532,12.8204,8.4074,29.5642,0.58763,-0.82003,-0.0086743,80.6028,4.5156,0.68981,0.92971,0.92971,0.0063991,3.0039,2.2437,0.14865,142.1991,
1.2154,8.3252,4.9781,87.2017,0.14217,0.091445,0.98561,17.6329,10.8583,159.1029,0.056633,-0.075023,-0.0012092,2.2958,1.511,2.877,0.61793,-0.86297,-0.0090432,0.017436,0.017205,0.3953,10.3668,6.8228,12.9911,0.57446,-0.80227,-0.0084308,63.7716,4.5155,0.68983,0.92966,0.92966,0.0063991,3.0039,2.2437,0.14863,142.2007,
1.2188,8.3846,5.0147,87.7377,0.14192,0.091253,0.98566,17.6402,10.8631,159.1115,0.058693,-0.077901,-0.0012393,1.7539,1.1612,-0.79334,0.6033,-0.84322,-0.0087771,0.017067,0.016828,0.39529,7.9195,5.243,-3.5822,0.56083,-0.78387,-0.0081804,46.9403,4.5153,0.68985,0.92961,0.92961,0.006399,3.0039,2.2437,0.14861,142.2023,
1.2222,8.4441,5.0513,88.2736,0.14166,0.091054,0.98572,17.6459,10.8668,159.1084,0.060703,-0.080712,-0.0012685,1.2135,0.81249,-4.464,0.58819,-0.82279,-0.0085035,0.016689,0.016441,0.39527,5.4791,3.6685,-20.1558,0.54676,-0.76483,-0.0079235,30.1091,4.5151,0.68987,0.92956,0.92956,0.006399,3.0039,2.2437,0.14859,142.2039,
1.2248,8.4906,5.0799,88.693,0.14144,0.090894,0.98576,17.6489,10.8689,159.0959,0.062242,-0.082865,-0.0012907,1.0014,0.67527,-5.8747,0.57922,-0.81058,-0.0083546,0.016385,0.01613,0.39526,4.5216,3.0489,-26.5251,0.53841,-0.75347,-0.0077798,23.6347,4.5151,0.68987,0.92955,0.92955,0.006399,3.0039,2.2437,0.14858,142.2052,
1.2274,8.5371,5.1086,89.1123,0.14123,0.09073,0.98581,17.6514,10.8705,159.0797,0.063757,-0.084986,-0.0013126,0.79225,0.53995,-7.2682,0.57019,-0.79828,-0.0082041,0.016074,0.015814,0.39526,3.5771,2.4379,-32.8167,0.53001,-0.74203,-0.0076355,17.239,4.5151,0.68987,0.92954,0.92954,0.006399,3.0039,2.2437,0.14857,142.2064,
1.2301,8.5836,5.1372,89.5316,0.141,0.090562,0.98586,17.6533,10.8718,159.0597,0.065249,-0.087075,-0.001334,0.5835,0.40497,-8.6618,0.56106,-0.78585,-0.0080517,0.015758,0.015491,0.39526,2.6345,1.8284,-39.1084,0.52153,-0.73047,-0.0074899,10.8433,4.5151,0.68988,0.92953,0.92953,0.006399,3.0039,2.2437,0.14855,142.2077,
1.2327,8.6302,5.1659,89.9508,0.14077,0.09039,0.98591,17.6547,10.8728,159.0362,0.066716,-0.089131,-0.001355,0.37522,0.27034,-10.0554,0.55185,-0.77329,-0.0078976,0.015435,0.015162,0.39525,1.6941,1.2206,-45.4002,0.51296,-0.71879,-0.0073432,4.4477,4.515,0.68988,0.92952,0.92952,0.006399,3.0039,2.2437,0.14854,142.209,
1.2353,8.6767,5.1946,90.3699,0.14054,0.090214,0.98596,17.6556,10.8734,159.009,0.068158,-0.091151,-0.0013756,0.22806,0.175,-11.0236,0.54146,-0.75915,-0.007719,0.015106,0.014827,0.39525,1.0297,0.79013,-49.7716,0.50329,-0.70565,-0.0071749,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14853,142.2102,
1.238,8.7232,5.2232,90.789,0.1403,0.090035,0.98601,17.6562,10.8739,158.9799,0.069568,-0.09313,-0.0013957,0.21942,0.16859,-11.0206,0.5284,-0.74144,-0.0074853,0.014771,0.014486,0.39525,0.99068,0.76121,-49.7579,0.49116,-0.68918,-0.0069577,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14851,142.2115,
1.2406,8.7698,5.2519,91.208,0.14006,0.089851,0.98606,17.6567,10.8743,158.9507,0.070944,-0.095061,-0.0014151,0.21064,0.16209,-11.0175,0.51515,-0.72344,-0.0072488,0.01443,0.014139,0.39525,0.95103,0.73183,-49.744,0.47884,-0.67245,-0.0067379,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1485,142.2127,
1.2433,8.8163,5.2805,91.6269,0.13981,0.089665,0.98611,17.6573,10.8747,158.9217,0.072284,-0.096943,-0.0014339,0.20172,0.15548,-11.0144,0.50169,-0.70517,-0.0070096,0.014083,0.013786,0.39525,0.91076,0.70201,-49.73,0.46633,-0.65547,-0.0065155,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14849,142.214,
1.2466,8.8746,5.3164,92.1515,0.13949,0.089426,0.98618,17.6579,10.8752,158.8854,0.073912,-0.099233,-0.0014565,0.19036,0.14708,-11.0105,0.48458,-0.6819,-0.0067062,0.01364,0.013335,0.39525,0.85947,0.66407,-49.7123,0.45042,-0.63384,-0.0062336,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14847,142.2155,
1.2499,8.9329,5.3523,92.676,0.13916,0.089182,0.98625,17.6585,10.8757,158.8491,0.075483,-0.10145,-0.0014782,0.1788,0.13853,-11.0065,0.46717,-0.65823,-0.006399,0.013188,0.012877,0.39525,0.80728,0.62548,-49.6944,0.43424,-0.61183,-0.005948,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14845,142.2171,
1.2532,8.9912,5.3883,93.2004,0.13883,0.088933,0.98631,17.6591,10.8761,158.8128,0.076996,-0.10358,-0.0014988,0.16705,0.12985,-11.0025,0.44949,-0.63417,-0.0060881,0.012727,0.01241,0.39525,0.75423,0.58628,-49.6763,0.41781,-0.58947,-0.0056589,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14843,142.2187,
1.2565,9.0495,5.4242,93.7246,0.13849,0.088679,0.98639,17.6596,10.8765,158.7765,0.078451,-0.10563,-0.0015184,0.15512,0.12104,-10.9985,0.43156,-0.60974,-0.0057737,0.012258,0.011935,0.39525,0.70035,0.5465,-49.658,0.40114,-0.56676,-0.0053667,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14842,142.2202,
1.2674,9.2432,5.5434,95.4651,0.13731,0.087804,0.98663,17.6611,10.8777,158.6561,0.08285,-0.11186,-0.0015759,0.11427,0.090924,-10.9848,0.37027,-0.52615,-0.0047073,0.010647,0.010305,0.39525,0.51592,0.41052,-49.5964,0.34417,-0.48907,-0.0043755,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14836,142.2254,
1.2784,9.4368,5.6627,97.2042,0.13608,0.086884,0.98688,17.6621,10.8785,158.5358,0.086564,-0.11716,-0.0016215,0.071823,0.059691,-10.9709,0.30674,-0.43936,-0.0036136,0.0089623,0.0086035,0.39525,0.32428,0.26951,-49.5336,0.28512,-0.40839,-0.0033589,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1483,142.2306,
1.2894,9.6305,5.782,98.9421,0.13478,0.085928,0.98714,17.6627,10.879,158.4156,0.089571,-0.12149,-0.0016551,0.028111,0.027586,-10.9568,0.24148,-0.35004,-0.002501,0.0072167,0.0068447,0.39525,0.12692,0.12455,-49.4701,0.22446,-0.32537,-0.0023248,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14825,142.2358,
1.3003,9.8242,5.9013,100.6786,0.13345,0.084943,0.98741,17.6627,10.8791,158.2957,0.091855,-0.12483,-0.0016763,-0.016529,-0.0051423,-10.9427,0.17498,-0.25888,-0.001378,0.005424,0.0050418,0.39525,-0.074628,-0.023218,-49.4065,0.16264,-0.24064,-0.0012809,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14819,142.241,
1.3113,10.0187,6.0211,102.4209,0.13208,0.083933,0.98768,17.6623,10.8789,158.1754,0.09341,-0.12717,-0.0016853,-0.061941,-0.038382,-10.9286,0.10748,-0.16621,-0.00024831,0.0035907,0.0032016,0.39525,-0.27966,-0.17329,-49.3428,0.099901,-0.1545,-0.00023081,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14814,142.2462,
1.3223,10.2132,6.1409,104.1619,0.13069,0.082909,0.98795,17.6614,10.8783,158.0552,0.094221,-0.12849,-0.0016818,-0.1076,-0.071744,-10.9147,0.039759,-0.073098,0.0008749,0.0017403,0.0013494,0.39525,-0.4858,-0.32392,-49.2798,0.036956,-0.067946,0.00081324,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14808,142.2514,
1.3334,10.4076,6.2607,105.9016,0.12929,0.08188,0.98822,17.6599,10.8773,157.9352,0.094287,-0.12878,-0.0016661,-0.1532,-0.10501,-10.9014,-0.027667,0.019751,0.0019833,0.0002184,0.00055353,0.39525,-0.6917,-0.47412,-49.2197,-0.025717,0.018359,0.0018435,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14802,142.2566,
1.3444,10.6021,6.3804,107.6399,0.1279,0.080855,0.98849,17.658,10.876,157.8153,0.093614,-0.12806,-0.0016382,-0.19887,-0.13822,-10.8923,-0.094303,0.11165,0.0030689,0.0019907,0.0023822,0.39525,-0.89789,-0.62407,-49.1788,-0.087656,0.10378,0.0028526,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14797,142.2618,
1.3571,10.8267,6.5188,109.6469,0.1263,0.079684,0.98879,17.6551,10.874,157.6769,0.091933,-0.12597,-0.0015914,-0.25064,-0.1758,-10.8823,-0.16968,0.21578,0.0042845,0.0041008,0.0044868,0.39525,-1.1316,-0.79375,-49.1338,-0.15772,0.20057,0.0039825,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1479,142.2678,
1.3698,11.0513,6.6571,111.6521,0.12474,0.078541,0.98908,17.6516,10.8715,157.5386,0.089307,-0.12258,-0.0015294,-0.30085,-0.21218,-10.8729,-0.24264,0.31675,0.0054476,0.0061643,0.0065402,0.39525,-1.3583,-0.95798,-49.0909,-0.22554,0.29442,0.0050637,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14784,142.2738,
1.3825,11.2759,6.7954,113.6556,0.12322,0.077436,0.98935,17.6475,10.8686,157.4004,0.085772,-0.11793,-0.0014531,-0.349,-0.247,-10.8639,-0.31247,0.41359,0.0065473,0.0081591,0.0085209,0.39525,-1.5757,-1.1152,-49.0504,-0.29045,0.38443,0.0060858,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14777,142.2798,
1.3953,11.5004,6.9337,115.6573,0.12178,0.076381,0.98961,17.6427,10.8652,157.2624,0.081372,-0.11208,-0.0013632,-0.39466,-0.27994,-10.8555,-0.37855,0.50541,0.0075735,0.010066,0.01041,0.39525,-1.7819,-1.2639,-49.0124,-0.35187,0.46978,0.0070397,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14771,142.2858,
1.4079,11.7227,7.0706,117.6382,0.12042,0.075395,0.98986,17.6375,10.8615,157.1258,0.076211,-0.10517,-0.0012617,-0.43701,-0.31041,-10.8477,-0.43971,0.59059,0.0085085,0.01185,0.012173,0.39525,-1.9731,-1.4015,-48.9772,-0.40871,0.54896,0.0079088,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14764,142.2917,
1.4205,11.9449,7.2074,119.6173,0.11916,0.074479,0.99008,17.6317,10.8574,156.9892,0.07031,-0.09722,-0.0011491,-0.47612,-0.33848,-10.8404,-0.49605,0.66928,0.0093543,0.013513,0.013812,0.39525,-2.1497,-1.5282,-48.9445,-0.46109,0.62211,0.0086949,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14758,142.2977,
1.4331,12.167,7.3442,121.5948,0.118,0.07364,0.99028,17.6255,10.853,156.8528,0.063732,-0.088328,-0.0010264,-0.51164,-0.3639,-10.8337,-0.54711,0.74082,0.010104,0.015041,0.015312,0.39525,-2.3101,-1.643,-48.9143,-0.50855,0.6886,0.0093916,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14752,142.3036,
1.4457,12.3891,7.4809,123.5705,0.11696,0.072888,0.99046,17.6189,10.8483,156.7164,0.056545,-0.078582,-0.00089489,-0.5433,-0.38645,-10.8276,-0.59247,0.80461,0.010751,0.016419,0.016661,0.39525,-2.453,-1.7448,-48.8865,-0.55071,0.7479,0.0099932,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14745,142.3095,
1.4583,12.6111,7.6176,125.5445,0.11604,0.072228,0.99061,17.6118,10.8433,156.5801,0.048825,-0.068084,-0.00075589,-0.57082,-0.40597,-10.822,-0.63176,0.86015,0.011291,0.017637,0.017846,0.39525,-2.5772,-1.8329,-48.8612,-0.58723,0.79953,0.010495,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14739,142.3154,
1.4709,12.833,7.7542,127.5167,0.11526,0.071668,0.99075,17.6045,10.838,156.4439,0.04065,-0.05694,-0.00061077,-0.59399,-0.42229,-10.8169,-0.6647,0.90702,0.01172,0.018682,0.018857,0.39525,-2.6819,-1.9066,-48.8381,-0.61785,0.84309,0.010894,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14733,142.3213,
1.4835,13.0548,7.8908,129.4873,0.11463,0.071213,0.99085,17.5969,10.8326,156.3077,0.032101,-0.045262,-0.000461,-0.61265,-0.4353,-10.8123,-0.69105,0.94488,0.012035,0.019547,0.019686,0.39525,-2.7661,-1.9654,-48.8173,-0.64234,0.87828,0.011186,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14726,142.3272,
1.4961,13.2764,8.0272,131.4561,0.11414,0.070867,0.99093,17.5891,10.8271,156.1716,0.023262,-0.033165,-0.00030799,-0.62672,-0.44496,-10.8087,-0.71065,0.97349,0.012234,0.020225,0.020326,0.39525,-2.8297,-2.009,-48.8011,-0.66056,0.90487,0.011371,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1472,142.3331,
1.5071,13.4696,8.1461,133.1704,0.11383,0.070656,0.99098,17.5821,10.8222,156.053,0.01539,-0.022374,-0.00017313,-0.63521,-0.45061,-10.8065,-0.72214,0.99076,0.012312,0.020659,0.020727,0.39525,-2.868,-2.0345,-48.7912,-0.67125,0.92093,0.011445,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14714,142.3382,
1.518,13.6626,8.2649,134.8834,0.11365,0.070531,0.99101,17.5751,10.8172,155.9345,0.0074209,-0.011432,-3.7893e-05,-0.64006,-0.45361,-10.8043,-0.72841,1.0009,0.012303,0.020945,0.020979,0.39525,-2.8899,-2.048,-48.7812,-0.67707,0.93031,0.011436,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14709,142.3433,
1.529,13.8555,8.3837,136.595,0.11359,0.070494,0.99102,17.5681,10.8122,155.8159,-0.00058825,-0.00041947,9.675e-05,-0.64127,-0.45396,-10.802,-0.72947,1.0038,0.012207,0.021081,0.021081,0.39525,-2.8953,-2.0497,-48.7712,-0.67805,0.93301,0.011346,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14703,142.3484,
1.54,14.0484,8.5024,138.3054,0.11364,0.070544,0.99101,17.5611,10.8072,155.6974,-0.0085806,0.010586,0.00022986,-0.63886,-0.4517,-10.7998,-0.72536,0.99956,0.012025,0.021069,0.021034,0.39525,-2.8845,-2.0394,-48.7611,-0.67423,0.92911,0.011177,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14698,142.3535,
1.5505,14.2328,8.6159,139.94,0.1138,0.070674,0.99099,17.5544,10.8025,155.5841,-0.016157,0.021034,0.00035489,-0.63324,-0.44713,-10.7977,-0.71668,0.98898,0.011773,0.020917,0.020851,0.39525,-2.8591,-2.0188,-48.7514,-0.66616,0.91927,0.010943,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14693,142.3584,
1.561,14.4171,8.7293,141.5734,0.11408,0.070881,0.99094,17.5478,10.7979,155.4708,-0.023618,0.031337,0.00047689,-0.62443,-0.44025,-10.7955,-0.70346,0.97213,0.011446,0.020632,0.020534,0.39525,-2.8193,-1.9877,-48.7417,-0.65387,0.90361,0.01064,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14688,142.3633,
1.5715,14.6014,8.8427,143.2056,0.11446,0.071166,0.99088,17.5413,10.7933,155.3575,-0.030917,0.041431,0.00059507,-0.61253,-0.43114,-10.7933,-0.68583,0.94917,0.011049,0.020216,0.020086,0.39525,-2.7656,-1.9466,-48.7319,-0.63749,0.88227,0.01027,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14682,142.3682,
1.582,14.7856,8.956,144.8366,0.11494,0.071525,0.99079,17.5349,10.7888,155.2443,-0.038009,0.051253,0.00070872,-0.59773,-0.41993,-10.7919,-0.66395,0.92033,0.010584,0.019671,0.019511,0.39525,-2.6988,-1.896,-48.7256,-0.61716,0.85546,0.0098378,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14677,142.3731,
1.5924,14.9686,9.0686,146.4565,0.11552,0.071955,0.9907,17.5288,10.7845,155.1317,-0.044808,0.060686,0.0008165,-0.58028,-0.40681,-10.7913,-0.63818,0.88607,0.010057,0.019008,0.018818,0.39525,-2.62,-1.8367,-48.7229,-0.5932,0.82361,0.0093485,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14672,142.3779,
1.6029,15.1515,9.1811,148.0752,0.11619,0.072453,0.99058,17.5228,10.7803,155.0192,-0.051319,0.069733,0.00091848,-0.56018,-0.39177,-10.791,-0.60861,0.84651,0.0094713,0.018227,0.018009,0.39525,-2.5292,-1.7689,-48.7215,-0.56571,0.78684,0.0088037,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14667,142.3827,
1.6133,15.3344,9.2936,149.6927,0.11696,0.073017,0.99045,17.5171,10.7763,154.9066,-0.057501,0.078341,0.001014,-0.53758,-0.37494,-10.791,-0.57545,0.80195,0.0088298,0.017334,0.017089,0.39525,-2.4272,-1.6929,-48.7214,-0.53489,0.74543,0.0082074,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14662,142.3876,
1.6238,15.5172,9.4061,151.3091,0.11781,0.073643,0.9903,17.5116,10.7725,154.7941,-0.06332,0.086459,0.0011026,-0.51265,-0.35644,-10.7913,-0.53895,0.75273,0.0081372,0.016336,0.016066,0.39525,-2.3146,-1.6093,-48.7227,-0.50096,0.69967,0.0075637,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14656,142.3924,
1.6344,15.703,9.5204,152.9506,0.11876,0.074339,0.99014,17.5063,10.7688,154.6797,-0.068827,0.094159,0.001185,-0.48511,-0.33607,-10.7919,-0.49871,0.69829,0.0073862,0.015221,0.014927,0.39525,-2.1903,-1.5173,-48.7254,-0.46356,0.64908,0.0068656,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14651,142.3973,
1.645,15.8886,9.6346,154.5908,0.11978,0.075091,0.98996,17.5013,10.7654,154.5653,-0.073891,0.10126,0.0012592,-0.45555,-0.31425,-10.7928,-0.45558,0.63981,0.0065927,0.014012,0.013695,0.39525,-2.0568,-1.4189,-48.7294,-0.42347,0.59471,0.006128,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14646,142.4022,
1.6556,16.0743,9.7488,156.2299,0.12088,0.075893,0.98976,17.4967,10.7622,154.4509,-0.078484,0.10772,0.0013248,-0.42419,-0.29115,-10.794,-0.40989,0.5777,0.0057624,0.012717,0.01238,0.39525,-1.9152,-1.3146,-48.7348,-0.381,0.53698,0.0053562,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14641,142.4071,
1.6662,16.2599,9.8629,157.8677,0.12204,0.07674,0.98955,17.4923,10.7592,154.3365,-0.082579,0.11351,0.0013813,-0.39124,-0.26693,-10.7954,-0.36194,0.51239,0.0049008,0.011345,0.01099,0.39525,-1.7664,-1.2052,-48.7414,-0.33643,0.47627,0.0045554,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14635,142.412,
1.6772,16.4527,9.9815,159.5687,0.1233,0.077664,0.98933,17.4882,10.7564,154.2175,-0.086286,0.11877,0.0014303,-0.35555,-0.24075,-10.7973,-0.31007,0.44161,0.0039785,0.0098479,0.0094763,0.39525,-1.6053,-1.087,-48.7497,-0.28822,0.41049,0.0036981,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1463,142.4171,
1.6882,16.6455,10.1001,161.2683,0.12462,0.078624,0.98908,17.4845,10.7539,154.0986,-0.08941,0.12323,0.001469,-0.31867,-0.21373,-10.7994,-0.25651,0.3684,0.0030355,0.0082887,0.007903,0.39525,-1.4388,-0.96501,-48.7593,-0.23843,0.34243,0.0028215,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14625,142.4222,
1.6993,16.8382,10.2186,162.9666,0.12599,0.079616,0.98883,17.4812,10.7517,153.9796,-0.091937,0.12688,0.0014972,-0.28085,-0.18607,-10.8018,-0.20165,0.29328,0.0020783,0.0066784,0.0062812,0.39525,-1.2681,-0.84012,-48.7702,-0.18743,0.27261,0.0019318,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14619,142.4273,
1.7103,17.031,10.3372,164.6635,0.12738,0.080631,0.98857,17.4783,10.7498,153.8606,-0.093853,0.1297,0.0015148,-0.24237,-0.15797,-10.8045,-0.14587,0.21679,0.0011137,0.0050287,0.0046227,0.39525,-1.0943,-0.71322,-48.7821,-0.13559,0.20151,0.0010352,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14614,142.4323,
1.7221,17.2377,10.4643,166.4829,0.12891,0.081739,0.98828,17.4757,10.7481,153.7329,-0.095222,0.13177,0.0015218,-0.20065,-0.12754,-10.8075,-0.085445,0.13381,7.8118e-05,0.0032284,0.0028161,0.39525,-0.90592,-0.57584,-48.7961,-0.079423,0.12438,7.2612e-05,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14608,142.4378,
1.7339,17.4444,10.5915,168.3007,0.13046,0.082859,0.98799,17.4736,10.7468,153.6051,-0.095874,0.13286,0.0015167,-0.1588,-0.097069,-10.8109,-0.024906,0.050542,-0.00095013,0.0014145,0.0010022,0.39525,-0.717,-0.43827,-48.811,-0.02315,0.04698,-0.00088316,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14602,142.4432,
1.7458,17.6511,10.7186,170.117,0.13201,0.083982,0.98768,17.4719,10.7458,153.4773,-0.095812,0.13297,0.0014994,-0.1173,-0.066875,-10.8153,0.035273,-0.03236,-0.001963,0.00045431,0.00085426,0.39525,-0.52959,-0.30194,-48.8309,0.032787,-0.030079,-0.0018247,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14596,142.4486,
1.7576,17.8578,10.8457,171.9318,0.13356,0.0851,0.98738,17.4708,10.7452,153.3494,-0.095043,0.1321,0.0014703,-0.076723,-0.03737,-10.8228,0.094626,-0.11425,-0.0029528,0.0022396,0.0026527,0.39525,-0.3464,-0.16872,-48.8648,0.087957,-0.1062,-0.0027447,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14591,142.4541,
1.7712,18.0954,10.9919,174.0169,0.13532,0.086368,0.98703,17.47,10.7449,153.2023,-0.0933,0.12992,0.0014226,-0.031131,-0.0042697,-10.8314,0.16127,-0.20636,-0.0040528,0.0042899,0.0046971,0.39525,-0.14056,-0.019278,-48.9038,0.14991,-0.19182,-0.0037671,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14584,142.4603,
1.7848,18.3331,11.138,176.0999,0.13704,0.087607,0.98668,17.4699,10.7451,153.055,-0.090666,0.1265,0.0013603,0.01289,0.027631,-10.8399,0.22556,-0.29538,-0.0051014,0.0062888,0.0066855,0.39525,0.0582,0.12475,-48.9421,0.20966,-0.27456,-0.0047419,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14577,142.4665,
1.7984,18.5707,11.2842,178.181,0.13871,0.088803,0.98634,17.4704,10.7457,152.9076,-0.087177,0.1219,0.0012841,0.054915,0.058022,-10.8481,0.28686,-0.38044,-0.0060886,0.0082144,0.0085969,0.39525,0.24794,0.26197,-48.9792,0.26664,-0.35362,-0.0056594,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14571,142.4728,
1.812,18.8084,11.4304,180.2601,0.1403,0.089947,0.98601,17.4714,10.7466,152.7601,-0.082877,0.11617,0.0011949,0.094549,0.086621,-10.8559,0.34459,-0.46071,-0.0070049,0.010047,0.010412,0.39525,0.42689,0.39109,-49.0145,0.3203,-0.42824,-0.0065111,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14564,142.479,
1.8253,19.0406,11.5732,182.2895,0.14178,0.091004,0.98571,17.4729,10.748,152.6159,-0.077944,0.10955,0.0010963,0.13062,0.11258,-10.863,0.39703,-0.53381,-0.0078236,0.011732,0.012075,0.39525,0.58974,0.5083,-49.0465,0.36904,-0.49619,-0.0072722,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14558,142.485,
1.8386,19.2729,11.7161,184.3171,0.14317,0.091991,0.98541,17.4749,10.7496,152.4716,-0.072343,0.10201,0.00098735,0.16375,0.13636,-10.8695,0.44508,-0.60099,-0.0085595,0.013294,0.013615,0.39525,0.73931,0.61565,-49.0756,0.41371,-0.55863,-0.0079562,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14551,142.4911,
1.8519,19.5052,11.859,186.3427,0.14445,0.0929,0.98514,17.4772,10.7516,152.3272,-0.066134,0.093607,0.00086916,0.19366,0.15775,-10.8752,0.48833,-0.66166,-0.0092063,0.014722,0.015015,0.39525,0.87437,0.71223,-49.1014,0.45391,-0.61503,-0.0085574,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14545,142.4972,
1.8652,19.7375,12.0019,188.3664,0.14561,0.093724,0.98489,17.48,10.7538,152.1827,-0.059384,0.084447,0.000743,0.22012,0.17659,-10.88,0.52644,-0.71534,-0.0097589,0.016,0.016265,0.39525,0.99384,0.7973,-49.1232,0.48933,-0.66492,-0.0090711,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.14538,142.5032,
